c17079	drug_target	P11926
c17079	drug_target	Q8N5Z0
c17079	drug_target	P80404
c17079	drug_target	O15382
c17079	drug_target	P11217
c19557	drug_target	P31939
c16180	drug_target	P21964
c16180	drug_target	P17707
c17104	drug_target	P00439
c17104	drug_target	P07101
c19559	drug_target	O00763
c10042	drug_target	P36544
c10042	drug_target	P22303
c10042	drug_target	P06276
c10042	drug_target	Q13393
c19560	drug_target	P35228
c19560	drug_target	P29474
c16652	drug_target	Q9GZT9
c17823	drug_target	P11926
c17823	drug_target	P41180
c17823	drug_target	P08588
c17823	drug_target	P07550
c17105	drug_target	P07101
c17249	drug_target	P11473
c16341	drug_target	Q13255
c16341	drug_target	Q14833
c16341	drug_target	Q14831
c16341	drug_target	O00222
c16341	drug_target	O15382
c16341	drug_target	O15399
c16341	drug_target	P80404
c16341	drug_target	Q05586
c16341	drug_target	Q12879
c16341	drug_target	Q13224
c16341	drug_target	Q14957
c16341	drug_target	Q8N5Z0
c16341	drug_target	Q8TCU5
c16341	drug_target	P39086
c16341	drug_target	P42261
c16341	drug_target	Q04609
c16341	drug_target	P42262
c16341	drug_target	P42263
c16341	drug_target	Q13002
c3444	drug_target	P15121
c3444	drug_target	P14780
c3444	drug_target	P08684
c3444	drug_target	P00390
c3444	drug_target	P09211
c3444	drug_target	Q04760
c3444	drug_target	O60760
c19564	drug_target	P17252
c16210	drug_target	P11473
c19566	drug_target	O15382
c16211	drug_target	P11473
c16211	drug_target	Q06432
c16211	drug_target	P54289
c16211	drug_target	Q9NY47
c16211	drug_target	Q8IZS8
c16211	drug_target	Q13936
c16211	drug_target	Q01668
c16211	drug_target	O60840
c16211	drug_target	Q13698
c16211	drug_target	Q02641
c16211	drug_target	Q08289
c16211	drug_target	P54284
c16211	drug_target	O00305
c16211	drug_target	Q00975
c16211	drug_target	O00555
c16211	drug_target	O43497
c16211	drug_target	O95180
c16211	drug_target	Q9P0X4
c17103	drug_target	P35354
c17103	drug_target	P23219
c15809	drug_target	P29474
c15809	drug_target	P29475
c15809	drug_target	P35228
c15809	drug_target	Q9UM07
c19567	drug_target	P00326
c19567	drug_target	P15121
c19567	drug_target	Q99714
c19567	drug_target	P04035
c19567	drug_target	P14061
c19567	drug_target	P12268
c19567	drug_target	P42330
c19567	drug_target	P28845
c19567	drug_target	P14060
c19567	drug_target	P20839
c19567	drug_target	P80365
c19567	drug_target	P00352
c19567	drug_target	P00374
c19567	drug_target	P16083
c19567	drug_target	P00390
c19567	drug_target	P09601
c19567	drug_target	P05093
c19567	drug_target	P14679
c16653	drug_target	P35354
c16653	drug_target	P23219
c16653	drug_target	P37231
c16653	drug_target	Q03181
c16653	drug_target	O14842
c16653	drug_target	Q8NER1
c16653	drug_target	Q07869
c16653	drug_target	P09917
c16590	drug_target	P00352
c19569	drug_target	O75469
c19569	drug_target	P05771
c19569	drug_target	P09917
c19569	drug_target	P17252
c19571	drug_target	O15382
c19572	drug_target	Q8NER1
c16973	drug_target	P11473
c16769	drug_target	Q9BQB6
c16769	drug_target	P00734
c16769	drug_target	P00740
c16769	drug_target	P16083
c16769	drug_target	P15559
c16330	drug_target	P33527
c16330	drug_target	P13569
c16330	drug_target	P42336
c16330	drug_target	P68400
c16330	drug_target	Q9UM73
c16330	drug_target	O60706
c16330	drug_target	P31749
c16330	drug_target	P36896
c16330	drug_target	Q04771
c16330	drug_target	Q09428
c16330	drug_target	Q07912
c16330	drug_target	P00519
c16330	drug_target	P08183
c16664	drug_target	Q05603
c16664	drug_target	O00763
c16770	drug_target	P04035
c16770	drug_target	Q92769
c16265	drug_target	P30556
c16810	drug_target	P12821
c19573	drug_target	P09917
c19573	drug_target	P04278
c16703	drug_target	P04150
c17340	drug_target	P61073
c17159	drug_target	Q05940
c17159	drug_target	Q01959
c17159	drug_target	Q96RJ0
c17159	drug_target	P21397
c17159	drug_target	P27338
c17159	drug_target	P23975
c17159	drug_target	P35348
c17159	drug_target	P35368
c17159	drug_target	P25100
c17159	drug_target	P08913
c17159	drug_target	P18089
c17159	drug_target	P18825
c17159	drug_target	P08588
c17159	drug_target	P07550
c17159	drug_target	P13945
c17159	drug_target	P14416
c17159	drug_target	P31645
c16198	drug_target	P32239
c16419	drug_target	P43681
c16419	drug_target	P36544
c16419	drug_target	P17787
c16419	drug_target	Q15822
c16419	drug_target	P32297
c16419	drug_target	P30926
c16419	drug_target	P11511
c19574	drug_target	P20309
c19574	drug_target	P11229
c17505	drug_target	P14867
c17505	drug_target	P47869
c17505	drug_target	P34903
c17505	drug_target	P48169
c17505	drug_target	P31644
c17505	drug_target	Q16445
c17505	drug_target	P18505
c17505	drug_target	P47870
c17505	drug_target	P28472
c17505	drug_target	O14764
c17505	drug_target	P78334
c17505	drug_target	Q8N1C3
c17505	drug_target	P18507
c17505	drug_target	Q99928
c17505	drug_target	O00591
c17505	drug_target	Q9UN88
c16223	drug_target	P08588
c16412	drug_target	P14867
c16412	drug_target	P47869
c16412	drug_target	P34903
c16412	drug_target	P48169
c16412	drug_target	P31644
c16412	drug_target	Q16445
c16412	drug_target	P18505
c16412	drug_target	P47870
c16412	drug_target	P28472
c16412	drug_target	O14764
c16412	drug_target	P78334
c16412	drug_target	Q8N1C3
c16412	drug_target	P18507
c16412	drug_target	Q99928
c16412	drug_target	O00591
c16412	drug_target	Q9UN88
c16995	drug_target	P23975
c16995	drug_target	P31645
c16995	drug_target	Q01959
c16995	drug_target	P21397
c16995	drug_target	P27338
c16722	drug_target	Q14524
c19575	drug_target	P35372
c19575	drug_target	P23975
c19575	drug_target	P31645
c19575	drug_target	Q99250
c19575	drug_target	Q05586
c19575	drug_target	Q12879
c19575	drug_target	Q13224
c19575	drug_target	Q14957
c19575	drug_target	O15399
c19575	drug_target	Q8TCU5
c19575	drug_target	O60391
c19575	drug_target	P30542
c19575	drug_target	P08913
c19575	drug_target	P18089
c19575	drug_target	P18825
c19575	drug_target	P28335
c19575	drug_target	P41145
c19575	drug_target	P41143
c19575	drug_target	P20309
c19575	drug_target	P11229
c19575	drug_target	P25103
c19575	drug_target	Q8NER1
c17548	drug_target	P04293
c16224	drug_target	P08588
c16224	drug_target	P07550
c17473	drug_target	P10613
c17050	drug_target	P37231
c17050	drug_target	P62508
c17050	drug_target	P11474
c17050	drug_target	Q03181
c17050	drug_target	Q07869
c17050	drug_target	P09211
c16387	drug_target	O43193
c16387	drug_target	Q12809
c16382	drug_target	P30542
c16382	drug_target	P29274
c16382	drug_target	P29275
